season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2022,REG,0,Jerry Jeudy,WR,DEN,7.048571428571429,4.085516055285496,10.81,25.37218347639485,4,7,57.14285714285714,102,1,18.130000000000003,8.114630159730893,10.01536984026911,00-0036407,Jerry,Jeudy,10,J.Jeudy
2022,REG,0,Kyle Philips,WR,TEN,7.046666666666667,2.446139371663671,8.08,25.28951486697966,6,9,66.66666666666666,66,0,1.8433333333333337,2.9900797156459142,-1.1467463823125805,00-0037273,Kyle,Philips,18,K.Philips
2022,REG,0,Deebo Samuel,WR,SF,7.028333333333333,5.009239070893225,3.38375,14.123969529374936,2,8,25,14,0,9.635,6.554944026986277,3.0800559730137227,00-0035719,Tyshun,Samuel,19,D.Samuel
2022,REG,0,Mark Andrews,TE,BAL,6.969999999999999,2.837189488030727,13.592857142857142,26.881568538817945,5,7,71.42857142857143,52,0,2.390000000000002,5.57610361794309,-3.1861036179430884,00-0034753,Mark,Andrews,89,M.Andrews
2022,REG,0,Tyreek Hill,WR,MIA,6.93,3.990651554138916,9.328333333333333,44.95943449273034,8,12,66.66666666666666,94,0,5.448750000000002,3.154800871911391,2.2939491280886113,00-0033040,Tyreek,Hill,10,T.Hill
2022,REG,0,D.J. Chark,WR,DET,6.92,1.9733646950000154,15.45375,40.895107670933804,4,8,50,52,1,3.897500000000001,2.124159226188226,1.7733407738117748,00-0034777,Darrell,Chark,4,D.Chark
2022,REG,0,Noah Brown,WR,DAL,6.851111111111111,3.6123502965164485,9.685555555555554,23.630991108219472,5,9,55.55555555555556,68,0,5.08,2.971275325520594,2.108724674479406,00-0033591,Noah,Brown,85,N.Brown
2022,REG,0,Jauan Jennings,WR,SF,6.791666666666667,3.510525295089442,10.185000000000002,31.884587289992705,4,6,66.66666666666666,62,0,4.334999999999997,5.468616200688302,-1.133616200688305,00-0036259,Bennie,Jennings,15,J.Jennings
2022,REG,0,Rashod Bateman,WR,BAL,6.786,4.033111086263821,20.770000000000003,29.33947338682337,2,5,40,59,1,3.6950000000000003,3.5952239030775104,0.0997760969224899,00-0036550,Rashod,Bateman,7,R.Bateman
2022,REG,0,Justin Jefferson,WR,MIN,6.746666666666666,3.9816922857847414,11.024545454545454,70.27700509967548,9,11,81.81818181818183,184,2,9.178888888888887,9.839786175231469,-0.6608972863425819,00-0036322,Justin,Jefferson,18,J.Jefferson
2022,REG,0,Marvin Jones,WR,JAX,6.708333333333333,1.7344799579193626,16.146666666666665,25.062734445737938,4,6,66.66666666666666,38,0,0.9675000000000011,1.102288429419474,-0.13478842941947278,00-0029293,Marvin,Jones,11,M.Jones
2022,REG,0,Tyler Boyd,WR,CIN,6.571666666666666,1.7637487829963494,12.295714285714284,21.35785007072135,4,7,57.14285714285714,33,1,0.08000000000000007,0.788264047031948,-0.7082640470319479,00-0033009,Tyler,Boyd,83,T.Boyd
2022,REG,0,Tyler Higbee,TE,LAR,6.53875,4.0212101832763745,2.3881818181818177,11.40983321751216,5,11,45.45454545454545,39,0,5.832000000000001,6.436311803798458,-0.6043118037984572,00-0033110,Tyler,Higbee,89,T.Higbee
2022,REG,0,Drake London,WR,ATL,6.4628571428571435,2.5324069902264887,12.497142857142858,31.4664940110068,5,7,71.42857142857143,74,0,3.4239999999999995,2.2655157618085924,1.1584842381914071,00-0037238,Drake,London,5,D.London
2022,REG,0,Dalton Schultz,TE,DAL,6.324285714285714,2.596653285618777,5.866666666666667,14.313597918022122,7,9,77.77777777777779,62,0,1.2657142857142856,0.9664993088291567,0.2992149768851289,00-0034383,Dalton,Schultz,86,D.Schultz
2022,REG,0,Julio Jones,WR,TB,6.3100000000000005,2.460836955883754,19.876,34.3649503786438,3,5,60,69,0,5.986666666666665,4.645962847848144,1.340703818818521,00-0027944,Quintorris,Jones,6,J.Jones
2022,REG,0,Amon-Ra St. Brown,WR,DET,6.260000000000001,3.1993904303135214,5.1133333333333315,20.297046078528655,8,12,66.66666666666666,64,1,3.868750000000002,3.488028204161818,0.3807217958381841,00-0036963,Amon-Ra,St. Brown,14,A.St. Brown
2022,REG,0,Amari Cooper,WR,CLE,6.239999999999999,2.297396533697827,9.808333333333332,25.58806904648028,3,6,50,17,0,3.3433333333333337,4.0225727974478405,-0.6792394641145068,00-0031544,Amari,Cooper,2,A.Cooper
2022,REG,0,Donovan Peoples-Jones,WR,CLE,6.232727272727273,1.3011107794104773,8.747272727272728,41.83660159137354,6,11,54.54545454545454,60,0,-0.026666666666668466,0.9495565673096849,-0.9762232339763534,00-0036233,Donovan,Peoples-Jones,11,D.Peoples-Jones
2022,REG,0,Stefon Diggs,WR,BUF,6.216666666666666,2.825427155382949,11.03888888888889,45.09145372849817,8,9,88.88888888888889,122,1,3.9787500000000002,2.7493290726909265,1.2294209273090737,00-0031588,Stefon,Diggs,14,S.Diggs
2022,REG,0,CeeDee Lamb,WR,DAL,6.214545454545455,2.020001879897267,11.722727272727274,34.9571676425938,2,11,18.181818181818183,29,0,4.354999999999997,3.4321363706435477,0.9228636293564492,00-0036358,Cedarian,Lamb,88,C.Lamb
2022,REG,0,Jarvis Landry,WR,NO,6.05375,2.37479416685789,13.876666666666665,41.627224851676544,7,9,77.77777777777779,114,0,2.5814285714285723,2.4438560002142498,0.13757257121432254,00-0031382,Jarvis,Landry,5,J.Landry
2022,REG,0,Greg Dortch,WR,ARI,5.970000000000001,3.8047001692088553,6.329999999999999,22.17767050763002,7,9,77.77777777777779,63,0,4.925714285714287,5.223659925746948,-0.297945640032661,00-0035500,Greg,Dortch,83,G.Dortch
2022,REG,0,Mecole Hardman,WR,KC,5.948333333333333,2.470430935411336,14.069999999999999,27.666896077081898,3,6,50,16,1,3.2466666666666697,0.37843067225684496,2.8682359944098246,00-0035140,Mecole,Hardman,17,M.Hardman
2022,REG,0,Courtland Sutton,WR,DEN,5.87,3.7288958285618086,18.43857142857143,43.277226394849784,4,7,57.14285714285714,72,0,2.9999999999999982,3.4821933284419586,-0.4821933284419604,00-0034348,Courtland,Sutton,14,C.Sutton
2022,REG,0,Mike Thomas,WR,CIN,5.83,2.4204252105141855,14.146,17.551304002580707,1,5,20,5,0,0.9399999999999977,0.5403503952666142,0.3996496047333835,00-0033114,Michael,Thomas,80,M.Thomas
2022,REG,0,JuJu Smith-Schuster,WR,KC,5.822857142857143,3.315836091337018,9.815000000000001,25.733294005833585,6,8,75,79,0,5.126666666666668,5.467939428328084,-0.3412727616614166,00-0033857,John,Smith-Schuster,9,J.Smith-Schuster
2022,REG,0,Diontae Johnson,WR,PIT,5.664166666666667,1.7669418179650656,10.104166666666666,40.517961570593144,7,12,58.333333333333336,55,0,-0.3142857142857157,0.809167829276913,-1.1234535435626287,00-0035216,Diontae,Johnson,18,D.Johnson
2022,REG,0,Darren Waller,TE,LV,5.618333333333332,2.271382386786946,12.798333333333334,22.281867510083273,4,6,66.66666666666666,79,0,7.227499999999999,6.584787364003205,0.6427126359967943,00-0031610,Darren,Waller,83,D.Waller
2022,REG,0,Braxton Berrios,WR,NYJ,5.5183333333333335,4.757715613291643,1.875,3.7379140778150646,5,6,83.33333333333334,37,0,5.097999999999999,6.2007374264988115,-1.1027374264988126,00-0034419,Braxton,Berrios,10,B.Berrios
2022,REG,0,Logan Thomas,TE,WAS,5.466666666666668,2.958900843433163,11.298333333333334,21.876916126117404,3,6,50,45,0,6.093333333333333,5.3254696672741675,0.7678636660591653,00-0031260,Logan,Thomas,82,L.Thomas
2022,REG,0,Christian Kirk,WR,JAX,5.421,2.652209484410628,11.87,36.84904928211098,6,12,50,117,0,8.811666666666667,8.23372662047285,0.5779400461938167,00-0034775,Christian,Kirk,13,C.Kirk
2022,REG,0,Pat Freiermuth,TE,PIT,5.407142857142857,2.423429549890699,7.200000000000001,24.060150375939855,5,10,50,75,0,6.331999999999998,3.6835227195348126,2.6484772804651855,00-0036894,Pat,Freiermuth,88,P.Freiermuth
2022,REG,0,Tyler Conklin,TE,NYJ,5.401666666666667,2.854332552739091,3.162857142857146,7.356214905140054,4,7,57.14285714285714,14,1,1.2475000000000005,1.3957438631623518,-0.14824386316235127,00-0034270,Tyler,Conklin,83,T.Conklin
2022,REG,0,Elijah Moore,WR,NYJ,5.315,3.617339498550978,7.985714285714287,18.57327972887663,5,7,71.42857142857143,49,0,3.4099999999999993,4.2306181745381535,-0.8206181745381542,00-0036980,Elijah,Moore,8,E.Moore
2022,REG,0,Jaylen Waddle,WR,MIA,5.288,2.6269054779340726,9.522000000000002,19.122017832757656,4,5,80,69,1,7.634999999999998,2.921149148277351,4.713850851722647,00-0036613,Jaylen,Waddle,17,J.Waddle
2022,REG,0,Nelson Agholor,WR,NE,5.2620000000000005,4.63100438063392,9.472,18.49061023698903,3,5,60,28,0,8.043333333333331,4.1473955481860685,3.8959377851472627,00-0031549,Nelson,Agholor,15,N.Agholor
2022,REG,0,Corey Davis,WR,NYJ,5.247777777777777,1.9693005286526375,12.781111111111109,38.21975612187261,6,9,66.66666666666666,77,0,1.1433333333333344,1.4990140516586337,-0.35568071832529924,00-0033871,Corey,Davis,84,C.Davis
2022,REG,0,Davante Adams,WR,LV,5.168235294117647,3.288455019685908,11.69529411764706,57.690856860981334,10,17,58.82352941176471,141,1,6.13,4.654900114569602,1.4750998854303976,00-0031381,Davante,Adams,17,D.Adams
2022,REG,0,Garrett Wilson,WR,NYJ,5.11875,3.1217223215231114,8.57375,22.789646808652027,4,8,50,52,0,4.484999999999999,5.752596168807821,-1.2675961688078212,00-0037740,Garrett,Wilson,17,G.Wilson
2022,REG,0,Dennis Houston,WR,DAL,5.0600000000000005,2.1341023393782845,13.165999999999997,17.84591194968553,2,5,40,16,0,3.4499999999999993,2.2105021367473228,1.2394978632526765,00-0037570,Dennis,Houston,17,D.Houston
2022,REG,0,Travis Kelce,TE,KC,4.99375,2.6139413340980813,10.532222222222222,31.06544751417428,8,9,88.88888888888889,121,1,4.715,4.46847132395942,0.2465286760405796,00-0030506,Travis,Kelce,87,T.Kelce
2022,REG,0,Albert Okwuegbunam,TE,DEN,4.962,2.9011001439194537,1.9349999999999987,3.892837982832616,5,6,83.33333333333334,33,0,3.9360000000000013,3.5776485619459892,0.35835143805401204,00-0036423,Albert,Okwuegbunam,85,A.Okwuegbunam
2022,REG,0,Marquise Brown,WR,ARI,4.930000000000001,2.2364461187883933,17.900000000000002,41.80940516972906,4,6,66.66666666666666,43,1,0.9975000000000005,1.4674316692451725,-0.46993166924517205,00-0035662,Marquise,Brown,2,M.Brown
2022,REG,0,Chase Claypool,WR,PIT,4.86,2.431585980948982,6.5516666666666685,13.136173767752718,4,6,66.66666666666666,18,0,0.6199999999999992,1.454644801010664,-0.8346448010106648,00-0036326,Chase,Claypool,11,C.Claypool
2022,REG,0,Ja'Marr Chase,WR,CIN,4.7787500000000005,2.419819129018065,8.744375000000002,34.71798307650314,10,16,62.5,129,1,4.666999999999999,3.595176283597334,1.071823716402665,00-0036900,Ja'Marr,Chase,1,J.Chase
2022,REG,0,Michael Thomas,WR,NO,4.6575,1.4506894135798885,11.031250000000002,29.414705686287583,5,8,62.5,57,2,1.5299999999999998,1.389321505887756,0.14067849411224387,00-0032765,Michael,Thomas,13,M.Thomas
2022,REG,0,Cooper Kupp,WR,LAR,4.474615384615384,4.276359798008813,6.906666666666667,44.99652536483669,13,15,86.66666666666667,128,1,4.631538461538461,4.11112353611683,0.5204149254216306,00-0033908,Cooper,Kupp,10,C.Kupp
2022,REG,0,A.J. Brown,WR,PHI,4.264615384615384,2.7469062714319197,8.56,72.82722513089006,10,13,76.92307692307693,155,0,6.599000000000001,7.417090645571489,-0.8180906455714876,00-0035676,Arthur,Brown,11,A.Brown
2022,REG,0,Kyle Pitts,TE,ATL,4.236666666666667,2.2627909049542807,12.157142857142857,30.610409697492898,2,7,28.57142857142857,19,0,3.4399999999999977,5.027921371478897,-1.587921371478899,00-0036970,Kyle,Pitts,8,K.Pitts
2022,REG,0,Hunter Renfrow,WR,LV,4.1433333333333335,1.7139623501654624,5.864999999999998,10.210950874851283,3,6,50,21,0,1.3466666666666687,2.5903130964945262,-1.2436464298278576,00-0034983,Hunter,Renfrow,13,H.Renfrow
2022,REG,0,Jakobi Meyers,WR,NE,4.076666666666667,1.4032924300971323,15.358333333333333,35.97782376137118,4,6,66.66666666666666,55,0,0.4875000000000025,0.9143412335083818,-0.4268412335083793,00-0034960,Jakobi,Meyers,16,J.Meyers
2022,REG,0,Mike Evans,WR,TB,4.03,1.6705525146589726,12.107142857142858,29.305992600020748,5,7,71.42857142857143,71,1,2.5340000000000003,1.8148787373311053,0.719121262668895,00-0031408,Mike,Evans,13,M.Evans
2022,REG,0,Hayden Hurst,TE,CIN,3.64125,4.475871816498243,5.47625,10.871237499689817,5,8,62.5,46,0,4.333999999999998,4.192910899175688,0.1410891008243098,00-0034830,Hayden,Hurst,88,H.Hurst
2022,REG,0,Juwan Johnson,TE,NO,3.1575,2.222231937542324,12.17,20.281981201253245,2,5,40,43,0,5.509999999999998,5.153379454756305,0.35662054524369324,00-0036040,Juwan,Johnson,83,J.Johnson
2022,REG,1,Kylen Granson,TE,IND,10.303333333333333,4.666286849754036,4.871428571428571,10.92598526113425,3,7,42.857142857142854,22,0,4.476666666666667,4.472790691604312,0.0038759750623542644,00-0036876,Kylen,Granson,83,K.Granson
2022,REG,1,Ben Skowronek,WR,LAR,8.232,4.185659420971088,9.635,25.10858234885337,4,6,66.66666666666666,25,0,2.3375000000000004,3.018393045347409,-0.6808930453474087,00-0036862,Ben,Skowronek,18,B.Skowronek
2022,REG,1,Jahan Dotson,WR,WAS,8.128,2.776658278979583,15.702000000000004,25.33643140671895,3,5,60,40,2,0.13666666666666552,1.1758893143699727,-1.039222647703307,00-0037741,Jahan,Dotson,1,J.Dotson
2022,REG,1,DK Metcalf,WR,SEA,8.085714285714285,2.8431729896582083,4.637142857142857,23.446980641433107,7,7,100,36,0,0.5785714285714292,1.7874127015729755,-1.2088412730015463,00-0035640,DeKaylin,Metcalf,14,D.Metcalf
2022,REG,1,D.J. Moore,WR,CAR,8.066666666666666,2.322990691780347,9.781666666666668,35.011632762632,3,6,50,47,0,6.703333333333332,5.265700151330596,1.4376331820027364,00-0034827,Denniston,Moore,2,D.Moore
2022,REG,1,Romeo Doubs,WR,GB,7.81,3.108692439790944,9.195999999999998,22.484107579462098,4,5,80,37,0,1.6200000000000019,2.6536051172022184,-1.0336051172022165,00-0037816,Romeo,Doubs,87,R.Doubs
2022,REG,1,Richie James,WR,NYG,7.748333333333334,2.9945699224698497,10.684999999999997,48.09452363090772,5,6,83.33333333333334,59,0,2.546000000000002,3.113654882158835,-0.5676548821588328,00-0034286,Richard,James,80,R.James
2022,REG,1,T.J. Hockenson,TE,DET,7.588571428571429,2.7725995689351284,5.97285714285714,13.830174324369018,4,7,57.14285714285714,38,0,6.150000000000004,4.739902808413364,1.4100971915866403,00-0035229,Thomas,Hockenson,88,T.Hockenson
2022,REG,1,Zay Jones,WR,JAX,7.58125,2.262086301306205,10.323333333333332,24.03570042685293,6,9,66.66666666666666,65,0,4.126666666666669,3.849193136086152,0.2774735305805165,00-0033891,Isaiah,Jones,7,Z.Jones
2022,REG,1,Curtis Samuel,WR,WAS,7.566,3.47571179826239,1.5499999999999998,5.502307419240326,8,11,72.72727272727273,55,1,5.99,5.648148019727515,0.34185198027248553,00-0033282,Curtis,Samuel,10,C.Samuel
2022,REG,1,Gabe Davis,WR,BUF,7.51,3.406133943199213,16.137999999999998,36.622339218445056,4,5,80,88,1,5.005000000000002,4.21484177963201,0.7901582203679913,00-0036196,Gabriel,Davis,13,G.Davis
2022,REG,1,Robby Anderson,WR,CAR,7.419999999999999,3.1713446084852945,9.466249999999999,45.176877647199184,5,8,62.5,102,1,9.616000000000001,5.268937873557661,4.34706212644234,00-0032688,Robby,Anderson,3,R.Anderson
2022,REG,1,Brandin Cooks,WR,HOU,7.2749999999999995,2.4507487938911523,10.3825,50.03011685339115,7,12,58.333333333333336,82,0,1.7657142857142851,3.5385142333996384,-1.7727999476853533,00-0031236,Brandin,Cooks,13,B.Cooks
2022,REG,1,Robert Tonyan,TE,GB,7.227500000000001,4.169873645170355,4.990000000000003,12.200488997555018,3,5,60,36,0,9.37333333333333,9.833169499814781,-0.45983616648145187,00-0033757,Robert,Tonyan,85,R.Tonyan
2022,REG,1,Treylon Burks,WR,TEN,7.147500000000001,4.9464206293310875,19.378,33.695009563554166,3,5,60,55,0,11.01,8.328843636835776,2.6811563631642237,00-0037742,Treylon,Burks,16,T.Burks
2022,REG,1,Ashton Dulin,WR,IND,7.111666666666667,2.7815590203647305,15.984999999999998,30.730535084908677,3,6,50,46,0,4.073333333333335,2.84762721076307,1.2257061225702652,00-0035021,Ashton,Dulin,16,A.Dulin
2022,REG,1,Michael Pittman,WR,IND,7.090769230769231,3.4911485943990477,8.332307692307692,34.70682473566164,9,13,69.23076923076923,121,1,5.113333333333333,5.569468749851037,-0.4561354165177036,00-0036252,Michael,Pittman,11,M.Pittman
2022,REG,1,Jerry Jeudy,WR,DEN,7.048571428571429,4.085516055285496,10.81,25.37218347639485,4,7,57.14285714285714,102,1,18.130000000000003,8.114630159730893,10.01536984026911,00-0036407,Jerry,Jeudy,10,J.Jeudy
2022,REG,1,Kyle Philips,WR,TEN,7.046666666666667,2.446139371663671,8.08,25.28951486697966,6,9,66.66666666666666,66,0,1.8433333333333337,2.9900797156459142,-1.1467463823125805,00-0037273,Kyle,Philips,18,K.Philips
2022,REG,1,Deebo Samuel,WR,SF,7.028333333333333,5.009239070893225,3.38375,14.123969529374936,2,8,25,14,0,9.635,6.554944026986277,3.0800559730137227,00-0035719,Tyshun,Samuel,19,D.Samuel
2022,REG,1,Mark Andrews,TE,BAL,6.969999999999999,2.837189488030727,13.592857142857142,26.881568538817945,5,7,71.42857142857143,52,0,2.390000000000002,5.57610361794309,-3.1861036179430884,00-0034753,Mark,Andrews,89,M.Andrews
2022,REG,1,Tyreek Hill,WR,MIA,6.93,3.990651554138916,9.328333333333331,44.95943449273033,8,12,66.66666666666666,94,0,5.448750000000002,3.154800871911391,2.2939491280886113,00-0033040,Tyreek,Hill,10,T.Hill
2022,REG,1,D.J. Chark,WR,DET,6.92,1.9733646950000154,15.45375,40.895107670933804,4,8,50,52,1,3.897500000000001,2.124159226188226,1.7733407738117748,00-0034777,Darrell,Chark,4,D.Chark
2022,REG,1,Noah Brown,WR,DAL,6.851111111111111,3.6123502965164485,9.685555555555554,23.630991108219472,5,9,55.55555555555556,68,0,5.08,2.971275325520594,2.108724674479406,00-0033591,Noah,Brown,85,N.Brown
2022,REG,1,Jauan Jennings,WR,SF,6.791666666666667,3.510525295089442,10.185000000000002,31.884587289992705,4,6,66.66666666666666,62,0,4.334999999999997,5.468616200688302,-1.133616200688305,00-0036259,Bennie,Jennings,15,J.Jennings
2022,REG,1,Rashod Bateman,WR,BAL,6.785999999999999,4.033111086263821,20.770000000000003,29.33947338682337,2,5,40,59,1,3.6950000000000003,3.5952239030775104,0.0997760969224899,00-0036550,Rashod,Bateman,7,R.Bateman
2022,REG,1,Justin Jefferson,WR,MIN,6.746666666666666,3.9816922857847414,11.024545454545454,70.27700509967548,9,11,81.81818181818183,184,2,9.178888888888887,9.839786175231469,-0.6608972863425819,00-0036322,Justin,Jefferson,18,J.Jefferson
2022,REG,1,Marvin Jones,WR,JAX,6.708333333333333,1.7344799579193626,16.146666666666665,25.062734445737938,4,6,66.66666666666666,38,0,0.9675000000000011,1.102288429419474,-0.13478842941947278,00-0029293,Marvin,Jones,11,M.Jones
2022,REG,1,Tyler Boyd,WR,CIN,6.571666666666668,1.7637487829963494,12.295714285714284,21.35785007072135,4,7,57.14285714285714,33,1,0.08000000000000007,0.788264047031948,-0.7082640470319479,00-0033009,Tyler,Boyd,83,T.Boyd
2022,REG,1,Tyler Higbee,TE,LAR,6.53875,4.0212101832763745,2.3881818181818177,11.40983321751216,5,11,45.45454545454545,39,0,5.832000000000001,6.436311803798458,-0.6043118037984572,00-0033110,Tyler,Higbee,89,T.Higbee
2022,REG,1,Drake London,WR,ATL,6.4628571428571435,2.5324069902264887,12.49714285714286,31.46649401100681,5,7,71.42857142857143,74,0,3.4239999999999995,2.2655157618085924,1.1584842381914071,00-0037238,Drake,London,5,D.London
2022,REG,1,Dalton Schultz,TE,DAL,6.324285714285714,2.596653285618777,5.866666666666667,14.313597918022122,7,9,77.77777777777779,62,0,1.2657142857142856,0.9664993088291567,0.2992149768851289,00-0034383,Dalton,Schultz,86,D.Schultz
2022,REG,1,Julio Jones,WR,TB,6.3100000000000005,2.460836955883754,19.876,34.3649503786438,3,5,60,69,0,5.986666666666665,4.645962847848144,1.340703818818521,00-0027944,Quintorris,Jones,6,J.Jones
2022,REG,1,Amon-Ra St. Brown,WR,DET,6.260000000000001,3.1993904303135214,5.1133333333333315,20.297046078528655,8,12,66.66666666666666,64,1,3.868750000000002,3.488028204161818,0.3807217958381841,00-0036963,Amon-Ra,St. Brown,14,A.St. Brown
2022,REG,1,Amari Cooper,WR,CLE,6.240000000000001,2.2973965336978264,9.808333333333332,25.58806904648028,3,6,50,17,0,3.3433333333333337,4.0225727974478405,-0.6792394641145068,00-0031544,Amari,Cooper,2,A.Cooper
2022,REG,1,Donovan Peoples-Jones,WR,CLE,6.232727272727273,1.3011107794104775,8.74727272727273,41.836601591373544,6,11,54.54545454545454,60,0,-0.026666666666668466,0.9495565673096849,-0.9762232339763534,00-0036233,Donovan,Peoples-Jones,11,D.Peoples-Jones
2022,REG,1,Stefon Diggs,WR,BUF,6.216666666666666,2.825427155382949,11.03888888888889,45.09145372849817,8,9,88.88888888888889,122,1,3.9787500000000002,2.7493290726909265,1.2294209273090737,00-0031588,Stefon,Diggs,14,S.Diggs
2022,REG,1,CeeDee Lamb,WR,DAL,6.214545454545455,2.020001879897267,11.722727272727274,34.9571676425938,2,11,18.181818181818183,29,0,4.354999999999997,3.4321363706435477,0.9228636293564492,00-0036358,Cedarian,Lamb,88,C.Lamb
2022,REG,1,Jarvis Landry,WR,NO,6.053750000000001,2.37479416685789,13.876666666666665,41.627224851676544,7,9,77.77777777777779,114,0,2.5814285714285723,2.4438560002142498,0.13757257121432254,00-0031382,Jarvis,Landry,5,J.Landry
2022,REG,1,Greg Dortch,WR,ARI,5.970000000000001,3.8047001692088553,6.329999999999999,22.17767050763002,7,9,77.77777777777779,63,0,4.925714285714287,5.223659925746948,-0.297945640032661,00-0035500,Greg,Dortch,83,G.Dortch
2022,REG,1,Mecole Hardman,WR,KC,5.948333333333333,2.470430935411336,14.069999999999999,27.666896077081898,3,6,50,16,1,3.2466666666666697,0.37843067225684496,2.8682359944098246,00-0035140,Mecole,Hardman,17,M.Hardman
2022,REG,1,Courtland Sutton,WR,DEN,5.87,3.7288958285618086,18.43857142857143,43.277226394849784,4,7,57.14285714285714,72,0,2.9999999999999982,3.4821933284419586,-0.4821933284419604,00-0034348,Courtland,Sutton,14,C.Sutton
2022,REG,1,Mike Thomas,WR,CIN,5.83,2.4204252105141855,14.146,17.551304002580707,1,5,20,5,0,0.9399999999999977,0.5403503952666142,0.3996496047333835,00-0033114,Michael,Thomas,80,Mi.Thomas
